content ,original_id,from,date_created,sentiment,original_sentiment
NewsSumsel Jokowi pasang Riyamizard Eddy Santana juang keras ketua dpd PDIP Sumsel ir h Eddy ,'461823629529866240','TeguhMTF','2014-05-01 18:05:08','Other','Other'
NewsSumsel padu Jokowi Ryamizard pasang wawas nusantara padu Capres PDIP mantan  ,'461860416964935680','Sumsel_KITO','2014-05-01 20:31:19','Other','Other'
newsUpadate buruh perempuan Jokowi moga juang hak Dala ,'461712399360225281','CatatanBiasaku','2014-05-01 10:43:08','Other','Possibly Positive'
newsUpadate demo istana guru honorer minta Jokowi Prabowo jadi presiden rib ,'461738396537204736','CatatanBiasaku','2014-05-01 12:26:27','Other','Other'
newsUpadate may day Jokowi Blusukan Kunjungi buruh sakit Jakut calon presiden PDIP jo ,'461767386975068160','CatatanBiasaku','2014-05-01 14:21:38','Other','Other'
newsUpadate puluh buruh perempuan Geruduk rumah nas Jokowi puluh buruh perempuan ya ,'461701372765667328','CatatanBiasaku','2014-05-01 09:59:19','Other','Other'
NewsUpdate hamzah haz Jokowi sda Ngotot Prabowo ppp terus jalin komunikasi ,'461630621811359746','Va404','2014-05-01 05:18:11','Other','Other'
NewsUpdate kata Jokowi soal baju Jokowi Ahok pisah kaos galau minta jok  ,'461743198285479936','Va404','2014-05-01 12:45:31','Question','Question'
NewsUpdate PDIP pkb NasDem Deal ppp susul koalisi dukung Jokowi kuat Sete ,'461686104349872128','Va404','2014-05-01 08:58:39','Other','Possibly Negative'
NewsUpdate pkb rapat Jokowi Gerindra yakin Pencapresan Prabowo tetap aman PDIP ,'461849002619588611','Va404','2014-05-01 19:45:57','Other','Other'
NewsUpdate puluh buruh perempuan Geruduk rumah nas Jokowi puluh buruh perempuan tergabu ,'461706802434809856','Va404','2014-05-01 10:20:54','Other','Other'
newupdate buruh perempuan Jokowi moga juang hak pe ,'461712541555503104','amatbukan','2014-05-01 10:43:42','Other','Possibly Positive'
newupdate Jokowi demo baik buruh patungan beli ambulans gubernur dki Jokow ,'461802487058419712','amatbukan','2014-05-01 16:41:07','Other','Possibly Positive'
newupdate puluh buruh perempuan Geruduk rumah nas Jokowi puluh buruh perempuan t ,'461701738374778880','amatbukan','2014-05-01 10:00:47','Other','Other'
Ngakak Haha korantempo timbang demo Jokowi usul buruh beli ambulans ,'461725553750323200','Abiem_Tr','2014-05-01 11:35:25','Other','Other'
ngakak cc sila nikmati hari libur iniLelucon nama revolusi mental ,'461717690894131201','MataNajib','2014-05-01 11:04:10','Other','Possibly Negative'
Ngok sundul juragan nasional relawan Jokowi balik arah dukung Prabowo  ,'461787323009466368','AdeAbukasim','2014-05-01 15:40:52','Other','Possibly Negative'
Nguik Nonton tv lihat buruh politisi dukung Jokowi Prabowo kelahi suit jadi presiden eh ,'461858036441550848','rendranila','2014-05-01 20:21:51','Other','Other'
NiatTekadUcapLakuLampahNya orang lurus tidak belok Aktifitas hidup RevolusiMental ,'461848925586993152','HaryadiSatoto','2014-05-01 19:45:39','Other','Other'
NMCBINUS2014 kenal jokowi ,'461837730805075969','VirgoAddict','2014-05-01 19:01:10','Other','Other'
Noticias Jokowi datang rumah buruh gubernur dki Joko Widodo Jokowi jenguk dua buru ,'461805376997175296','JamsiitoHDx','2014-05-01 16:52:36','Other','Other'
Noticias soal demo hari buruh tanggap Jokowi gubernur dki nilai baik dana ,'461734147996676096','JamsiitoHDx','2014-05-01 12:09:34','Other','Possibly Positive'
NOWonAIR eksklusif IndosiarID ,'461899490010492929','IndosiarID','2014-05-01 23:06:34','Other','Other'
nusantara buruh ksn Jokowi Ical Prabowo pro buruh ,'461780164754436096','PekanbaruYuk','2014-05-01 15:12:25','Other','Other'
nusantara Jokowi hapus subsidi bbm 4 tahun Dahlan punya terobos ,'461826314157031425','PekanbaruYuk','2014-05-01 18:15:48','Other','Other'
nusantara Jokowi demo baik buruh patungan beli ambulans ,'461795639743893504','PekanbaruYuk','2014-05-01 16:13:54','Other','Possibly Positive'
nusantara KSPI dukung Prabowo spi sokong Pencapresan Jokowi ,'461780152611909632','PekanbaruYuk','2014-05-01 15:12:22','Other','Other'
nusantara pkb rapat Jokowi Gerindra yakin Pencapresan Prabowo tetap aman ,'461842135839281152','PekanbaruYuk','2014-05-01 19:18:40','Other','Other'
nusantara Prabowo aksi gbk Jokowi ,'461859853325975552','PekanbaruYuk','2014-05-01 20:29:04','Question','Question'
nusantara soal kemeja putih Dahlan Iskan bangga tiru pak Jokowi ,'461826277947609088','PekanbaruYuk','2014-05-01 18:15:39','Other','Other'
oh KSPI buruh Jatim jebak deklarasi Pencapresan Jokowi ,'461713991421538304','engdua','2014-05-01 10:49:28','Other','Other'
ojongenyek kalo share pic jokowi longo brasa mual tidak banget deh py presiden tidak tampang wibawa ,'461656290255962112','GusYehia','2014-05-01 07:00:11','Question','Question'
Okezone ajak dukung Jokowi buruh rasa tipu ,'461819690294059010','UdahBegituAja','2014-05-01 17:49:29','Other','Other'
OkezoneNEWS demo lokalisasi Dolly susup kampanye Jokowi ,'461762525650878464','BeritaRSS','2014-05-01 14:02:19','Other','Other'
OkezoneNEWS ajak dukung Jokowi buruh rasa tipu ,'461823507211358208','BeritaRSS','2014-05-01 18:04:39','Other','Other'
okezonenews alas buruh ogah sodor kontrak politik Jokowi tambah tanda tang kerjas ,'461841388611465216','Jurnalis_ID','2014-05-01 19:15:42','Other','Other'
OkezoneNEWS Jokowi nol besar tuntas soal buruh dki ,'461762522811363329','BeritaRSS','2014-05-01 14:02:19','Other','Other'
OkezoneNEWS Outsourcing lahir era mega buruh tolak Jokowi ,'461762526900793344','BeritaRSS','2014-05-01 14:02:20','Other','Other'
OneStop demo istana buruh tolak Jokowi jadi presiden tidak pihak buruh ,'461797027223842816','OneStopUpdate','2014-05-01 16:19:25','Other','Other'
OneStop Nasdem Cawapres damping Jokowi umum usai 9 mei Cawapres umum surya Paloh Megawati ,'461833615806967808','OneStopUpdate','2014-05-01 18:44:49','Other','Possibly Negative'
OneStop Nasdem damping Jokowi Kunjungi Gondangdia jadi cawapres untuk Jokow ,'461769025173745664','OneStopUpdate','2014-05-01 14:28:09','Other','Other'
OpenFollow janji janji Jokowi tani  ,'461742766838398976','RahmatArdilla','2014-05-01 12:43:49','Other','Other'
OpenFollow buruh perempuan Jokowi moga juang hak ,'461721699231100928','Hans_Hosman','2014-05-01 11:20:06','Other','Possibly Positive'
OpenFollow buruh perempuan Jokowi moga juang hak Dala ,'461716561561022464','Julie_Axiez','2014-05-01 10:59:41','Other','Possibly Positive'
OpenFollow Blusukan Jokowi luar dki nilai etis ,'461815960676999168','JoesoefSubrata','2014-05-01 17:34:39','Other','Other'
OpenFollow buruh Jawa timur dukung Jokowi elemen buruh Jawa timur deklarasi ,'461620584007204865','RahmatOk20','2014-05-01 04:38:18','Other','Other'
OPENFOLLOW buruh ksn Jokowi Ical Prabowo pro buruh ,'461766251656650752','ervandes12','2014-05-01 14:17:08','Other','Other'
OpenFollow buruh ksn Jokowi Ical Prabowo pro buruh massa buruh Konfederas ,'461773452383240194','Julie_Axiez','2014-05-01 14:45:45','Other','Other'
OpenFollow buruh daulat Jokowi jadi presiden hari buruh dunia gubernur dki Joko w ,'461742159272505344','J0430yes','2014-05-01 12:41:24','Other','Other'
OpenFollow buruh yakin Jokowi hapus sistem Outsourcing ,'461854427872112640','CakraKhanz12','2014-05-01 20:07:31','Other','Other'
OpenFollow cak Imin jadi Cawapres Jokowi Menittv sinyal kejut m ,'461681655581642753','RahmatOk20','2014-05-01 08:40:59','Question','Question'
OpenFollow Dahlan sebut ide Jokowi hapus subsidi bbm rasional ,'461796050148155393','Romi_Kartiko','2014-05-01 16:15:32','Other','Possibly Positive'
OPENFOLLOW demo istana buruh tolak Jokowi jadi presiden ,'461796117974228992','Soyu_sekseh','2014-05-01 16:15:48','Other','Other'
OpenFollow demo istana buruh tolak Jokowi jadi presiden ,'461798765037252609','CakraKhanz12','2014-05-01 16:26:20','Other','Other'
OPENFOLLOW demo istana buruh tolak Jokowi jadi presiden ,'461796115071770624','ervandes12','2014-05-01 16:15:48','Other','Other'
OpenFollow demo istana buruh tolak Jokowi jadi presiden ,'461798807085150208','RoyQiu_','2014-05-01 16:26:30','Other','Other'
OPENFOLLOW demo lokalisasi Dolly susup kampanye Jokowi ,'461770405431484417','awasadakodok','2014-05-01 14:33:38','Other','Other'
OpenFollow demo tolak tutup Dolly susup aksi dukung Jokowi ,'461796021945647105','Hans_Hosman','2014-05-01 16:15:26','Other','Other'
OpenFollow demo tolak tutup Dolly susup aksi dukung Jokowi lihat pin be ,'461790396972953600','J0430yes','2014-05-01 15:53:04','Other','Other'
OpenFollow ajak Rieke dukung Jokowi buruh Jatim rasa tipu  ,'461842423203635200','febridotcom','2014-05-01 19:19:48','Other','Other'
OpenFollow gubernur Jokowi nilai pihak buruh ,'461815678320656384','CakraKhanz12','2014-05-01 17:33:32','Other','Other'
openfollow hamzah haz Jokowi sda Ngotot Prabowo ,'461629460735725568','Voldestrong','2014-05-01 05:13:34','Other','Other'
OpenFollow hamzah haz Jokowi sda Ngotot Prabowo ,'461644078828900352','RoyQiu_','2014-05-01 06:11:39','Other','Other'
OpenFollow hamzah haz Jokowi sda Ngotot Prabowo ppp terus jalin komunika ,'461627760134205442','Julie_Axiez','2014-05-01 05:06:49','Other','Other'
OpenFollow hamzah haz Jokowi sda Ngotot Prabowo ppp terus jalin komunikasi d ,'461644332458446848','DAcademycom','2014-05-01 06:12:40','Other','Other'
OpenFollow hari buruh rumah kantor Jokowi jaga ketat ,'461826973279326208','febridotcom','2014-05-01 18:18:25','Other','Other'
OpenFollow hari buruh rumah kantor Jokowi jaga ketat buruh datang r ,'461826611797426176','DAcademycom','2014-05-01 18:16:59','Other','Possibly Positive'
OpenFollow hari buruh 1 mei may day Jokowi jenguk buruh kapar rumah ,'461873285743931392','RoyQiu_','2014-05-01 21:22:27','Other','Other'
OpenFollow hari buruh 1 mei may day Jokowi sebut aksi turun jalan rugi buruh ,'461669811546632192','RoyQiu_','2014-05-01 07:53:55','Other','Possibly Negative'
OpenFollow hari demo kait demo ingat hari buruh tanggap Jokowi ,'461742843636092929','RahmatOk20','2014-05-01 12:44:07','Other','Possibly Positive'
OpenFollow hasil survei popularitas Jokowi Sulsel kalah syl jk Joko wid ,'461816238549659648','JoesoefSubrata','2014-05-01 17:35:46','Other','Other'
OPENFOLLOW hasil survei popularitas Jokowi Sulsel kalah syl jk Joko Widodo Sulawesi ,'461816158761385984','AlmasalmaNur','2014-05-01 17:35:27','Other','Other'
OPENFOLLOW alas buruh ogah sodor kontrak politik Jokowi ,'461849467483078656','awasadakodok','2014-05-01 19:47:48','Other','Other'
OpenFollow kata Jokowi soal baju Jokowi Ahok pisah  ,'461731631770783744','RoyQiu_','2014-05-01 11:59:34','Other','Other'
openfollow kata Jokowi soal baju Jokowi Ahok pisah  ,'461742369117700096','Voldestrong','2014-05-01 12:42:14','Other','Other'
OpenFollow kata Jokowi soal baju Jokowi Ahok pisah kaos galau m  ,'461730711691481088','Julie_Axiez','2014-05-01 11:55:54','Other','Other'
OpenFollow kata Jokowi soal baju Jokowi Ahok pisah kaos galau min  ,'461731752604483584','0812yes','2014-05-01 12:00:03','Other','Other'
OpenFollow jadi presiden Jokowi janji tani selamat lahan tani ,'461764745213657088','Hans_Hosman','2014-05-01 14:11:09','Other','Possibly Positive'
OPENFOLLOW janji Jokowi hari buruh calon presiden asal demokrasi indonesia juang PDIP Joko ,'461743562321719297','AlmasalmaNur','2014-05-01 12:46:58','Other','Other'
OpenFollow janji Jokowi janji hadap hak hak buruh perempuan  ,'461725428026056705','RahmatOk20','2014-05-01 11:34:55','Other','Other'
OpenFollow Jokowi batal Kunjungi pondok pesantren al Anwar alas jelas ,'461834874362408960','DAcademycom','2014-05-01 18:49:49','Other','Possibly Negative'
OpenFollow Jokowi pasang telinga Musrenbangnas acara awal pidato arah ,'461650364891029504','BCoconuttreezNG','2014-05-01 06:36:38','Other','Other'
OpenFollow Jokowi Megawati jadi bahan sindir buruh ,'461889759585894400','DAcademycom','2014-05-01 22:27:54','Other','Other'
OpenFollow Jokowi datang rumah buruh ,'461804768579448832','J0430yes','2014-05-01 16:50:11','Other','Other'
OpenFollow Jokowi datang rumah buruh ,'461804824317542400','JakartaTour','2014-05-01 16:50:24','Other','Other'
OpenFollow Jokowi kasih serbet putih puluh p gubernur dki Joko Widodo dis ,'461723919540432897','RahmatOk20','2014-05-01 11:28:55','Other','Other'
OPENFOLLOW Jokowi tantang hapus sistem Outsourcing bakal calon presiden PDIP Joko Widodo tantang keber ,'461805471276339200','AlmasalmaNur','2014-05-01 16:52:58','Other','Other'
OpenFollow Jokowi Effect anggap tekan dana kampanye Caleg PDIP Caleg asal PDIP m ,'461909750309847040','Julie_Axiez','2014-05-01 23:47:21','Other','Possibly Positive'
OpenFollow Jokowi nak kemeja kotak kotak baru untuk Pilpres Capres pdi juang  ,'461716560206237696','Julie_Axiez','2014-05-01 10:59:40','Question','Question'
OPENFOLLOW Jokowi nol besar tuntas soal buruh dki ,'461770405435686913','awasadakodok','2014-05-01 14:33:38','Other','Other'
OpenFollow Jokowi nol besar tuntas soal buruh dki Jokowi nilai milik p ,'461761058802135040','J0430yes','2014-05-01 13:56:30','Other','Other'
OpenFollow Jokowi promises to help female workers against discrimination ,'461909638145798144','RahmatOk20','2014-05-01 23:46:54','Other','Other'
OpenFollow Jokowi santai kaus Jokowi Ahok ,'461772583856140288','Romi_Kartiko','2014-05-01 14:42:17','Question','Question'
OpenFollow Jokowi tolak Ical jawab Prabowo hadiri hari buruh ,'461788552636809216','febridotcom','2014-05-01 15:45:45','Other','Other'
OpenFollow Jokowi demo baik buruh patungan beli ambulans ,'461806499312857088','febridotcom','2014-05-01 16:57:04','Other','Possibly Positive'
OPENFOLLOW Jokowi demo baik buruh patungan beli ambulans ,'461797629198745600','ervandes12','2014-05-01 16:21:49','Other','Possibly Positive'
OpenFollow Jokowi demo baik buruh patungan beli ambulans ,'461806556187619328','Hans_Hosman','2014-05-01 16:57:17','Other','Possibly Positive'
OPENFOLLOW Jokowi demo baik buruh patungan beli ambulans ,'461797659313848321','Soyu_sekseh','2014-05-01 16:21:56','Other','Possibly Positive'
OpenFollow Jokowi demo baik buruh patungan beli ambulans gubernur dki j ,'461796295548477440','Julie_Axiez','2014-05-01 16:16:31','Other','Possibly Positive'
OpenFollow Jokowi demo baik buruh patungan beli ambulans gubernur dki Jokow ,'461798383397515264','0812yes','2014-05-01 16:24:49','Other','Possibly Positive'
OpenFollow Jokowi selamat hari buruh ,'461761115748188161','RoyQiu_','2014-05-01 13:56:43','Other','Possibly Positive'
OpenFollow Jokowi betul ganjar marah masa beri hadiah gubernur Jawa tengah ganjar Pranowo mara ,'461717703435120640','BCoconuttreezNG','2014-05-01 11:04:13','Other','Possibly Negative'
OpenFollow kecewa sby buruh perempuan ngadu Jokowi ,'461689909602840576','Siwon2014','2014-05-01 09:13:46','Other','Possibly Negative'
OpenFollow kondisi bikin Jokowi jantung Gerindra belakang kerap lontar puis ,'461828139740450817','BCoconuttreezNG','2014-05-01 18:23:03','Positive','Positive'
OpenFollow KSPI Jokowi sua malaikat Izrail buruh konfederasi serikat kerja in ,'461855822230716416','BCoconuttreezNG','2014-05-01 20:13:03','Other','Possibly Positive'
OpenFollow may day Jokowi besuk tiga orang buruh sakit ,'461815696251318272','J0430yes','2014-05-01 17:33:36','Other','Possibly Negative'
OpenFollow may day Jokowi Blusukan Kunjungi buruh sakit Jakut ,'461775689268486144','Hans_Hosman','2014-05-01 14:54:38','Other','Other'
OPENFOLLOW NasDem ungkap rahasia damping Jokowi NasDem nyata koalisi demo ,'461787350792536064','AlmasalmaNur','2014-05-01 15:40:58','Other','Possibly Negative'
OPENFOLLOW Nasdem Cawapres damping Jokowi umum usai 9 mei ,'461835228307521537','ervandes12','2014-05-01 18:51:13','Other','Possibly Negative'
openfollow Nasdem Cawapres damping Jokowi umum usai 9 mei ,'461843437696724992','Voldestrong','2014-05-01 19:23:50','Other','Possibly Negative'
OPENFOLLOW Nasdem Cawapres damping Jokowi umum usai 9 mei ,'461835315255070720','Soyu_sekseh','2014-05-01 18:51:34','Other','Possibly Negative'
OpenFollow Nasdem damping Jokowi Kunjungi Gondangdia ,'461779421859299328','CakraKhanz12','2014-05-01 15:09:28','Other','Possibly Negative'
OPENFOLLOW Nasdem damping Jokowi Kunjungi Gondangdia ,'461772282214375425','ervandes12','2014-05-01 14:41:06','Other','Possibly Negative'
OpenFollow Nasdem damping Jokowi Kunjungi Gondangdia ,'461779432085024768','J0430yes','2014-05-01 15:09:30','Other','Possibly Negative'
OPENFOLLOW Outsourcing lahir era mega buruh tolak Jokowi ,'461770406077423616','awasadakodok','2014-05-01 14:33:38','Other','Other'
OpenFollow Outsourcing lahir era mega buruh tolak Jokowi ribu buruh tolak calon ,'461761023855190016','Mariam_SiManis','2014-05-01 13:56:21','Other','Other'
OpenFollow PDIP pkb NasDem Deal ppp susul koalisi dukung Jokowi men ,'461679547125993472','Julie_Axiez','2014-05-01 08:32:36','Other','Other'
OpenFollow PDIP pkb NasDem Deal ppp susul koalisi dukung Jokowi kuat ,'461681198863888387','0812yes','2014-05-01 08:39:10','Other','Other'
OpenFollow PDIP koalisi ramping Jokowi kontra koalisi gemuk ,'461811451007885312','febridotcom','2014-05-01 17:16:44','Other','Other'
OpenFollow dukung Jokowi imbau tidak serang Prabowo kampanye bers ,'461742350922817536','RoyQiu_','2014-05-01 12:42:09','Other','Other'
OPENFOLLOW dukung Jokowi imbau tidak serang Prabowo kampanye bersih tidak m ,'461742525913378816','AlmasalmaNur','2014-05-01 12:42:51','Other','Other'
OpenFollow duet Jokowi jk hasil jk turun dosis rasa percaya Bebera  ,'461559515788242944','JoesoefSubrata','2014-05-01 00:35:38','Other','Other'
OPENFOLLOW duet Jokowi jk hasil jk turun dosis rasa percaya berita m  ,'461561012022296576','AlmasalmaNur','2014-05-01 00:41:35','Other','Other'
OPENFOLLOW padu Jokowi Ryamizard Ryacudu rupa pasang wawas nusantara padu anta ,'461860330537111552','AlmasalmaNur','2014-05-01 20:30:58','Other','Other'
OPENFOLLOW Pilpres prediksi ikut Prabowo Jokowi bakal calon presiden dipredi ,'461854433286950913','AlmasalmaNur','2014-05-01 20:07:32','Other','Other'
OpenFollow pkb rapat Jokowi nasib Pencapresan Prabowo ,'461731242476437504','J0430yes','2014-05-01 11:58:01','Question','Question'
OpenFollow pkb rapat Jokowi nasib Pencapresan Prabowo pkb pilih rap ,'461730316298625024','Julie_Axiez','2014-05-01 11:54:20','Question','Question'
OpenFollow pkb rapat Jokowi nasib Pencapresan Prabowo pkb pilih rapat k ,'461731398907224064','0812yes','2014-05-01 11:58:38','Question','Question'
OpenFollow pkb rapat Jokowi Gerindra yakin Pencapresan Prabowo tetap aman ,'461849153039921152','CakraKhanz12','2014-05-01 19:46:33','Other','Other'
OpenFollow pkb rapat Jokowi Gerindra yakin Pencapresan Prabowo tetap aman ,'461846857841639425','Julie_Axiez','2014-05-01 19:37:26','Other','Other'
OpenFollow pkb rapat Jokowi Gerindra yakin Pencapresan Prabowo tetap aman PDIP ,'461849261575913472','DAcademycom','2014-05-01 19:46:59','Other','Other'
OpenFollow Prabowo Jokowi jadi begundal asing ,'461889129999900674','MelaniAuroraLee','2014-05-01 22:25:24','Other','Other'
OpenFollow Prabowo Jokowi saran pintar pilih ,'461891648763346945','RahmatOk20','2014-05-01 22:35:25','Other','Other'
OPENFOLLOW Prabowo aksi gbk Jokowi ,'461851876221124608','Soyu_sekseh','2014-05-01 19:57:22','Question','Question'
OpenFollow Prabowo dukung relawan Jokowi isu langgar ham kerap terpa capres g ,'461877163768029185','BCoconuttreezNG','2014-05-01 21:37:51','Other','Other'
OpenFollow puluh buruh perempuan Geruduk rumah nas Jokowi ,'461713931937918976','febridotcom','2014-05-01 10:49:14','Other','Other'
openfollow puluh buruh perempuan Geruduk rumah nas Jokowi ,'461705965398548480','Voldestrong','2014-05-01 10:17:34','Other','Other'
OpenFollow puluh buruh perempuan Geruduk rumah nas Jokowi puluh buruh perempuan ya ,'461704166822277120','Julie_Axiez','2014-05-01 10:10:26','Other','Other'
OPENFOLLOW ratus relawan pekik dukung totalitas menang Jokowi ratus relawan b ,'461860332374196226','AlmasalmaNur','2014-05-01 20:30:58','Other','Possibly Positive'
OpenFollow Ryamizard ganggu Jokowi ,'461599146944655361','CakraKhanz12','2014-05-01 03:13:07','Other','Other'
OpenFollow serikat tani indonesia dukung Jokowi jadi presiden serikat tani indonesia sp ,'461742371349098496','CakraKhanz12','2014-05-01 12:42:14','Other','Other'
OPENFOLLOW serikat tani indonesia dukung Jokowi jadi presiden serikat tani indonesia spi nyata du ,'461742524445376512','AlmasalmaNur','2014-05-01 12:42:51','Other','Other'
OpenFollow tuju Jokowi ketua mpr sebut ri perlu revolusi mental ,'461574540380758016','Siwon2014','2014-05-01 01:35:20','Other','Other'
OpenFollow slang Mahfud md cocok Dampingi Jokowi personel grup Band slang Bimbim harap PDIP men ,'461584406184869888','BCoconuttreezNG','2014-05-01 02:14:32','Other','Possibly Positive'
OpenFollow soal demo hari buruh tanggap Jokowi ,'461733697603899392','DAcademycom','2014-05-01 12:07:46','Other','Possibly Positive'
OpenFollow soal kemeja putih Dahlan Iskan bangga tiru pak Jokowi ,'461815520304459776','J0430yes','2014-05-01 17:32:54','Other','Other'
OPENFOLLOW soal kemeja putih Dahlan Iskan bangga tiru pak Jokowi ,'461813355095662592','ervandes12','2014-05-01 17:24:18','Other','Other'
OpenFollow soal kemeja putih Dahlan Iskan bangga tiru pak Jokowi ,'461815532518252544','RahmatOk20','2014-05-01 17:32:57','Other','Other'
OPENFOLLOW soal kemeja putih Dahlan Iskan bangga tiru pak Jokowi ,'461813420128350209','Soyu_sekseh','2014-05-01 17:24:34','Other','Other'
OpenFollow soal kemeja putih Dahlan Iskan bangga tiru pak Jokowi kemeja putih k ,'461814333979115520','Julie_Axiez','2014-05-01 17:28:11','Other','Other'
OpenFollow soal kemeja putih Dahlan Iskan bangga tiru pak Jokowi kemeja putih kian ,'461815686914797568','0812yes','2014-05-01 17:33:34','Other','Other'
OPENFOLLOW soal Outsourcing Jokowi patok undang undang gubernur dki Joko Widodo tidak i  ,'461871376412864514','AlmasalmaNur','2014-05-01 21:14:51','Other','Possibly Negative'
OpenFollow survei Ryamizard nilai pas dampingi Jokowi ,'461803531956011008','febridotcom','2014-05-01 16:45:16','Other','Other'
OpenFollow survei Ryamizard tepat jadi Cawapres Jokowi Pasca Pileg 9 april 2014 ujung marak manuver k  ,'461836811732410368','BCoconuttreezNG','2014-05-01 18:57:31','Other','Other'
OpenFollow tengok buruh sakit Jokowi sindir demo hura hura  ,'461796047191162882','Romi_Kartiko','2014-05-01 16:15:32','Other','Other'
OpenFollow populer relawan Jokowi balik arah dukung Prabowo  ,'461793474551877632','DAcademycom','2014-05-01 16:05:18','Other','Possibly Negative'
oramikir situ ngeledek min Jokowi nak kemeja kotak kotak baru  ,'461730333566574592','arian_70','2014-05-01 11:54:24','Question','Question'
orapopo trauma Outsourcing lahir era mega buruh dukung Jokowi Capres ,'461833627643301888','jjfarsr','2014-05-01 18:44:51','Other','Other'
owaOWIowaOBOS top buruh Jawa timur dukung Jokowi presiden ,'461660580563013633','purbohapsoro','2014-05-01 07:17:14','Other','Possibly Positive'
oz ajak dukung Jokowi buruh rasa tipu ,'461819988873969664','ArvandPutra','2014-05-01 17:50:40','Other','Other'
pak Jokowi naik gerobak pantau banjir kamis 17 januari 2013 ,'461573818683633664','chit_me','2014-05-01 01:32:28','Other','Possibly Positive'
Palembang Jokowi pasang Riyamizard Eddy Santana juang keras ,'461817686419181568','sumsel_news','2014-05-01 17:41:31','Other','Other'
Palembang padu Jokowi Ryamizard pasang wawas nusantara  ,'461863222543257600','sumsel_news','2014-05-01 20:42:27','Other','Other'
PalembangUpdates Jokowi pasang Riyamizard Eddy Santana juang keras ,'461816382099714048','SumatraUpdates','2014-05-01 17:36:20','Other','Other'
PalembangUpdates padu Jokowi Ryamizard pasang wawas nusantara  ,'461855171522215936','SumatraUpdates','2014-05-01 20:10:28','Other','Other'
PalembangYuk Jokowi pasang Riyamizard Eddy Santana juang keras ,'461818265640370176','palembangyuk','2014-05-01 17:43:49','Other','Other'
PalembangYuk padu Jokowi Ryamizard pasang wawas nusantara  ,'461856862388772864','palembangyuk','2014-05-01 20:17:11','Other','Other'
pasukannasibungkus pasu bayar Jokowi kelas sampah ,'461761107409915904','Lustrapius','2014-05-01 13:56:41','Other','Possibly Negative'
PDIP efek bung Karno JOKOWI ,'461685258027425792','Politik10Menit','2014-05-01 08:55:17','Other','Other'
PDIP terawang Cawapres JOKOWI pekan umum ,'461748183853330432','Politik10Menit','2014-05-01 13:05:20','Other','Other'
PekanbaruNews SBSI Jokowi nol besar mata buruh ketua umum SBSI nilai prestasi Jokowi adal ,'461830779324993536','ReihanAfif','2014-05-01 18:33:32','Other','Other'
kerja Jokowi Basuki Ahok 13 oktober 201201 ,'461646649530392576','chit_me','2014-05-01 06:21:52','Other','Other'
pembangunanfc Jokowi pasang telinga Musrenbangnas ,'461651412338761729','pembangunanfc','2014-05-01 06:40:48','Other','Other'
pembangunanfc Jokowi betul ganjar marah masa beri hadiah ,'461718945360142336','pembangunanfc','2014-05-01 11:09:09','Other','Possibly Negative'
pembangunanfc kondisi bikin Jokowi jantung ,'461830066406576128','pembangunanfc','2014-05-01 18:30:42','Positive','Positive'
pembangunanfc KSPI Jokowi sua malaikat Izrail ,'461857065003020288','pembangunanfc','2014-05-01 20:17:59','Other','Possibly Positive'
pembangunanfc Prabowo dukung relawan Jokowi ,'461878624505704448','pembangunanfc','2014-05-01 21:43:40','Other','Possibly Positive'
pembangunanfc slang Mahfud md cocok Dampingi Jokowi ,'461586100788531200','pembangunanfc','2014-05-01 02:21:16','Other','Possibly Positive'
pembangunanfc survei Ryamizard tepat jadi Cawapres Jokowi ,'461838018563674112','pembangunanfc','2014-05-01 19:02:18','Other','Other'
Pemiluemilu014 baju galau Jokowi Ahok pisah Detikcom   ,'461751980608602112','PilpresRI','2014-05-01 13:20:25','Other','Other'
Pemiluemilu014 hamzah haz Jokowi sda Ngotot Prabowo Detikcom  ,'461638284523745280','PilpresRI','2014-05-01 05:48:38','Other','Other'
Pemiluemilu014 relawan Jokowi Cawapres muda trengginas Tempoco  ,'461896938250440704','PilpresRI','2014-05-01 22:56:26','Other','Other'
Pemiluemilu014 soal kemeja putih Dahlan Iskan bangga tiru pak Jokowi Detikcom  ,'461827678668996608','PilpresRI','2014-05-01 18:21:13','Other','Other'
Pemiluemilu014 Abraham samad sebut sebut ideal jadi Cawapres Jokowi  ,'461770039524208640','Indopolitika','2014-05-01 14:32:11','Other','Other'
Pemiluemilu014 hari buruh Jokowi jenguk buruh alami celaka kerja ,'461780435123462144','Indopolitika','2014-05-01 15:13:29','Other','Other'
Pemiluemilu014 ucap selamat hari buruh Jokowi komitmen wujud tiga layak buruh ,'461727077176070146','Indopolitika','2014-05-01 11:41:28','Other','Possibly Positive'
citra Jokowi jenguk buruh alami celaka kerja ,'461795424408317952','DhesyAG','2014-05-01 16:13:03','Other','Other'
didik pdi p Jokowi politisasi dunia didik BeritaSatu   ,'461578241690439680','DaengMattiro','2014-05-01 01:50:03','Other','Other'
minta mega batal Pencapresan Jokowi ,'461822011031834624','SekedarInfo__','2014-05-01 17:58:42','Other','Other'
usaha cuk Prabowo aksi gbk Jokowi ,'461894206143725568','ala_qsho','2014-05-01 22:45:34','Other','Possibly Negative'
